Date,Day,Bolivar Fuerte,Brazilian Real,Chilean Peso,Colombian Peso,Nuevo Sol,Peso Uruguayo 
2000-8-4,1450,,1.8071,516.67,2177.67,,
2000-8-7,1451,,1.7911,516.8,2180.64,,
2000-8-8,1452,,1.7953,517.17,2180.64,,
2000-8-9,1453,,1.7984,517.36,,,
2000-8-10,1454,,1.7942,517.02,2176.17,,
2000-8-11,1455,,1.7954,516.82,2179.6,,
2000-8-14,1456,,1.7951,517.72,2180.89,,
2000-8-15,1457,,1.8013,,2180.99,,
2000-8-16,1458,,1.8048,517.06,2185.45,,
2000-8-17,1459,,1.8062,,2185.46,,
2000-8-18,1460,,1.8088,,2185.75,,
2000-8-21,1461,,1.8166,517.63,2183.01,,
2000-8-22,1462,,1.8191,518.21,2183.01,,
2000-8-23,1463,,1.8161,518.04,2187.83,,
2000-8-24,1464,,1.8178,517.37,2196.72,,
2000-8-25,1465,,1.8196,517.55,2205.6,,
2000-8-28,1466,,1.8205,517.7,2208.82,,
2000-8-29,1467,,1.8269,518.05,2208.17,,
2000-8-30,1468,,1.8341,518.32,2204.22,,
2000-8-31,1469,,1.8251,518.37,2208.21,,
2000-9-1,1470,,1.8226,518.18,2212.97,,
2000-9-4,1471,,1.821,,2214.0,,
2000-9-5,1472,,1.8247,518.81,2210.32,,
2000-9-6,1473,,1.8286,519.42,2211.13,,
2000-9-7,1474,,,519.74,2211.11,,
2000-9-8,1475,,1.8199,520.11,2209.18,,
2000-9-11,1476,,1.8216,520.97,2204.85,,
2000-9-12,1477,,1.8191,520.87,2206.39,,
2000-9-13,1478,,1.8271,521.11,2206.93,,
2000-9-14,1479,,1.8312,521.16,2208.64,,
2000-9-15,1480,,1.8309,521.36,2212.73,,
2000-9-18,1481,,1.843,,2210.34,,
2000-9-19,1482,,1.855,,2211.36,,
2000-9-20,1483,,1.853,522.3,2210.81,,
2000-9-21,1484,,1.8538,522.16,2212.93,,
2000-9-22,1485,,1.8509,520.1,2223.46,,
2000-9-25,1486,,1.8586,521.08,2232.24,,
2000-9-26,1487,,1.8412,520.65,2228.05,,
2000-9-27,1488,,1.8498,520.47,2222.67,,
2000-9-28,1489,,1.8484,520.61,2216.93,,
2000-9-29,1490,,1.8471,521.33,2211.94,,
2000-10-2,1491,,1.8429,521.46,2212.26,,
2000-10-3,1492,,1.8475,521.66,2210.4,,
2000-10-4,1493,,1.849,522.04,2201.51,,
2000-10-5,1494,,1.8521,522.14,2194.98,,
2000-10-6,1495,,1.8493,522.27,2185.06,,
2000-10-9,1496,,1.8512,,2187.38,,
2000-10-10,1497,,1.8566,522.23,2184.26,,
2000-10-11,1498,,,522.11,2182.17,,
2000-10-12,1499,,,522.78,2175.97,,
2000-10-13,1500,,1.8595,522.75,2175.96,,
2000-10-16,1501,,1.8756,523.91,2180.69,,
2000-10-17,1502,,1.8696,524.01,2180.69,,
2000-10-18,1503,,1.8659,523.88,2178.13,,
2000-10-19,1504,,1.8787,524.68,2162.86,,
2000-10-20,1505,,1.8706,524.77,2152.31,,
2000-10-23,1506,,1.8788,525.28,2159.79,,
2000-10-24,1507,,1.891,525.22,2157.84,,
2000-10-25,1508,,1.8973,525.76,2153.18,,
2000-10-26,1509,,1.9274,526.2,2170.32,,
2000-10-27,1510,,1.9332,525.74,2167.26,,
2000-10-30,1511,,1.9232,524.84,2158.14,,
2000-10-31,1512,,1.9176,525.6,2158.36,,
2000-11-1,1513,,1.9082,,2147.89,,
2000-11-2,1514,,,523.84,2138.95,,
2000-11-3,1515,,1.9091,523.05,2136.73,,
2000-11-6,1516,,1.9278,523.59,2139.21,,
2000-11-7,1517,,1.9454,524.09,2139.21,,
2000-11-8,1518,,1.9565,524.57,2134.08,,
2000-11-9,1519,,1.9495,524.72,2124.84,,
2000-11-10,1520,,1.9675,524.15,2127.51,,
2000-11-13,1521,,1.9558,524.47,2126.41,,
2000-11-14,1522,,1.9571,524.76,2126.41,,
2000-11-15,1523,,,524.86,2125.17,,
2000-11-16,1524,,1.9433,525.21,2125.31,,
2000-11-17,1525,,1.9478,525.53,2121.64,,
2000-11-20,1526,,1.9601,526.04,2122.63,,
2000-11-21,1527,,1.9357,526.39,2122.61,,
2000-11-22,1528,,1.9092,526.72,2124.16,,
2000-11-23,1529,,1.9314,,2131.76,,
2000-11-24,1530,,1.9405,,2141.14,,
2000-11-27,1531,,1.9552,527.61,2141.91,,
2000-11-28,1532,,1.9563,526.5,2158.05,,
2000-11-29,1533,,1.977,525.79,2169.82,,
2000-11-30,1534,,,525.71,2172.84,,
2000-12-1,1535,,1.9602,525.46,2168.6,,
2000-12-4,1536,,1.9787,524.38,2174.85,,
2000-12-5,1537,,1.9839,524.92,2180.3,,
2000-12-6,1538,,1.964,524.89,2184.18,,
2000-12-7,1539,,1.9649,524.19,2174.29,,
2000-12-8,1540,,1.969,,2176.33,,
2000-12-11,1541,,1.9687,525.34,2176.33,,
2000-12-12,1542,,1.964,525.67,2175.57,,
2000-12-13,1543,,1.9668,526.19,2183.08,,
2000-12-14,1544,,1.9615,525.69,2186.87,,
2000-12-15,1545,,1.9627,524.86,2184.76,,
2000-12-18,1546,,1.967,525.15,2175.91,,
2000-12-19,1547,,1.9531,525.41,2179.13,,
2000-12-20,1548,,1.9548,524.36,2187.17,,
2000-12-21,1549,,1.9551,523.84,2185.05,,
2000-12-22,1550,,1.957,523.37,2187.02,,
2000-12-26,1551,,,,,,
2000-12-27,1552,,1.9516,523.5,2193.57,,
2000-12-28,1553,,1.957,523.64,2196.76,,
2000-12-29,1554,,1.96,523.96,2215.35,,
2001-1-2,1555,,1.9546,523.12,2229.18,,
2001-1-3,1556,,1.9376,522.36,2219.6,,
2001-1-4,1557,,1.9414,523.13,2224.38,,
2001-1-5,1558,,1.9349,523.08,2239.89,,
2001-1-8,1559,,1.9476,523.51,,,
2001-1-9,1560,,1.9516,523.95,2243.16,,
2001-1-10,1561,,1.9433,524.22,2235.43,,
2001-1-11,1562,,1.9421,523.63,2230.14,,
2001-1-12,1563,,1.9455,523.7,2246.58,,
2001-1-15,1564,,1.95,,2251.75,,
2001-1-16,1565,,1.9467,524.8,2248.61,,
2001-1-17,1566,,1.9508,524.93,2245.89,,
2001-1-18,1567,,1.9493,524.95,2236.46,,
2001-1-19,1568,,1.9519,524.83,2246.74,,
2001-1-22,1569,,1.9545,525.46,2244.59,,
2001-1-23,1570,,1.9563,524.88,2240.02,,
2001-1-24,1571,,1.9578,525.9,2255.82,,
2001-1-25,1572,,1.9587,526.82,2254.35,,
2001-1-26,1573,,1.973,525.86,2250.03,,
2001-1-29,1574,,1.9732,526.43,2245.46,,
2001-1-30,1575,,1.9745,526.57,2240.56,,
2001-1-31,1576,,1.9706,525.79,2240.8,,
2001-2-1,1577,,1.9703,524.73,2242.08,,
2001-2-2,1578,,1.9731,524.83,2240.04,,
2001-2-5,1579,,1.9926,525.03,2242.2,,
2001-2-6,1580,,1.9937,525.39,2238.35,,
2001-2-7,1581,,1.9972,525.76,2235.03,,
2001-2-8,1582,,2.0037,526.58,2238.09,,
2001-2-9,1583,,1.9951,526.88,2242.68,,
2001-2-12,1584,,1.9876,526.73,2237.58,,
2001-2-13,1585,,1.9805,526.64,2229.59,,
2001-2-14,1586,,1.9795,527.09,2237.37,,
2001-2-15,1587,,1.9886,527.86,2239.03,,
2001-2-16,1588,,1.9804,527.38,2238.61,,
2001-2-19,1589,,1.9932,,2238.51,,
2001-2-20,1590,,2.0019,528.02,2245.16,,
2001-2-21,1591,,2.0055,527.76,2247.09,,
2001-2-22,1592,,2.0232,528.29,2252.65,,
2001-2-23,1593,,2.036,528.64,2252.86,,
2001-2-26,1594,,,528.21,2257.7,,
2001-2-27,1595,,,527.83,2256.42,,
2001-2-28,1596,,2.0428,527.66,2257.45,,
2001-3-1,1597,,2.0444,527.45,2259.64,,
2001-3-2,1598,,2.042,527.09,2265.44,,
2001-3-5,1599,,2.0347,527.86,2264.09,,
2001-3-6,1600,,2.0224,,2259.07,,
2001-3-7,1601,,2.02,527.85,2260.33,,
2001-3-8,1602,,2.0383,527.86,2262.06,,
2001-3-9,1603,,2.0377,527.68,2262.55,,
2001-3-12,1604,,2.0591,528.54,2264.01,,
2001-3-13,1605,,2.0544,529.08,,,
2001-3-14,1606,,2.0614,529.23,2275.92,,
2001-3-15,1607,,2.0755,530.41,2282.01,,
2001-3-16,1608,,2.0856,531.51,2281.02,,
2001-3-19,1609,,2.1209,531.18,,,
2001-3-20,1610,,2.1269,531.07,2282.96,,
2001-3-21,1611,,2.0921,531.56,2282.17,,
2001-3-22,1612,,2.0992,532.31,2284.04,,
2001-3-23,1613,,2.1411,531.99,2290.02,,
2001-3-26,1614,,2.1578,532.15,,,
2001-3-27,1615,,2.1365,532.0,2293.99,,
2001-3-28,1616,,2.1228,532.34,2299.68,,
2001-3-29,1617,,2.1162,532.87,2303.86,,
2001-3-30,1618,,2.1361,532.87,2309.83,,
2001-4-2,1619,,2.1608,534.03,2310.57,,
2001-4-3,1620,,2.1576,533.55,2304.19,,
2001-4-4,1621,,2.1724,532.27,2308.64,,
2001-4-5,1622,,2.1624,532.36,2315.81,,
2001-4-6,1623,,2.1581,532.33,2317.46,,
2001-4-9,1624,,2.1513,532.62,2318.58,,
2001-4-10,1625,,2.1634,532.94,2315.21,,
2001-4-11,1626,,2.1414,533.88,2309.84,,
2001-4-12,1627,,2.1376,533.18,,,
2001-4-13,1628,,,,,,
2001-4-16,1629,,2.1565,534.0,2314.07,,
2001-4-17,1630,,2.1817,534.2,2320.18,,
2001-4-18,1631,,2.188,534.19,2319.57,,
2001-4-19,1632,,2.1742,533.27,2316.91,,
2001-4-20,1633,,,532.63,2327.08,,
2001-4-23,1634,,2.2356,532.5,2329.73,,
2001-4-24,1635,,2.2578,532.71,2334.38,,
2001-4-25,1636,,2.253,532.86,2339.16,,
2001-4-26,1637,,2.3003,532.77,2345.21,,
2001-4-27,1638,,2.2533,533.67,2345.57,,
2001-4-30,1639,,2.2172,534.17,2346.73,,
2001-5-1,1640,,,,2341.09,,
2001-5-2,1641,,2.1839,533.79,2341.09,,
2001-5-3,1642,,2.2231,533.29,2345.96,,
2001-5-4,1643,,2.2345,533.0,2349.95,,
2001-5-7,1644,,,533.67,2354.47,,
2001-5-8,1645,,2.1949,534.44,,,
2001-5-9,1646,,2.2311,534.45,2359.22,,
2001-5-10,1647,,2.2578,534.71,2359.98,,
2001-5-11,1648,,2.2687,534.98,2359.79,,
2001-5-14,1649,,2.2855,535.58,2367.3,,
2001-5-15,1650,,2.3054,535.44,,,
2001-5-16,1651,,2.3376,534.89,2376.93,,
2001-5-17,1652,,2.3211,535.23,2378.21,,
2001-5-18,1653,,2.3028,535.68,2378.41,,
2001-5-21,1654,,2.2933,,2348.88,,
2001-5-22,1655,,2.327,536.24,2314.75,,
2001-5-23,1656,,2.3054,536.51,2316.72,,
2001-5-24,1657,,2.3419,536.43,2295.23,,
2001-5-25,1658,,2.3486,536.67,2310.64,,
2001-5-28,1659,,2.3395,,2339.98,,
2001-5-29,1660,,2.3257,537.01,2339.98,,
2001-5-30,1661,,,536.79,2331.91,,
2001-5-31,1662,,2.3588,537.22,2324.98,,
2001-6-1,1663,,2.3592,537.4,2327.25,,
2001-6-4,1664,,2.3825,537.3,2319.16,,
2001-6-5,1665,,2.3621,537.86,2296.88,,
2001-6-6,1666,,2.3887,537.6,2303.37,,
2001-6-7,1667,,,537.78,2303.38,,
2001-6-8,1668,,2.3872,538.04,2303.41,,
2001-6-11,1669,,2.3611,,2296.31,,
2001-6-12,1670,,2.3714,538.35,2309.06,,
2001-6-13,1671,,,537.95,2313.74,,
2001-6-14,1672,,,538.32,2302.16,,
2001-6-15,1673,,,537.19,2300.18,,
2001-6-18,1674,,2.4071,537.99,,,
2001-6-19,1675,,2.4578,538.35,2303.13,,
2001-6-20,1676,,2.4667,538.88,2307.78,,
2001-6-21,1677,,2.474,538.98,2305.35,,
2001-6-22,1678,,2.4046,538.97,2300.46,,
2001-6-25,1679,,,538.53,2298.88,,
2001-6-26,1680,,2.2989,538.41,2298.88,,
2001-6-27,1681,,2.3131,538.59,2304.68,,
2001-6-28,1682,,2.3228,539.58,2307.03,,
2001-6-29,1683,,2.2915,539.72,2305.33,,
2001-7-2,1684,,2.3041,,2298.85,,
2001-7-3,1685,,2.3241,539.82,2298.85,,
2001-7-4,1686,,2.3387,540.06,2300.02,,
2001-7-5,1687,,2.3899,540.64,2303.26,,
2001-7-6,1688,,2.4105,540.83,2303.36,,
2001-7-9,1689,,2.4935,540.47,2304.75,,
2001-7-10,1690,,2.454,540.01,2305.37,,
2001-7-11,1691,,2.4794,539.18,2306.16,,
2001-7-12,1692,,2.5292,539.82,2312.21,,
2001-7-13,1693,,2.5415,540.0,2323.99,,
2001-7-16,1694,,2.553,539.99,2317.92,,
2001-7-17,1695,,2.5971,540.4,2302.56,,
2001-7-18,1696,,2.5296,539.44,2298.76,,
2001-7-19,1697,,2.4688,538.74,2298.63,,
2001-7-20,1698,,2.5024,538.35,,,
2001-7-23,1699,,2.4565,539.38,2301.67,,
2001-7-24,1700,,2.41,539.0,2302.26,,
2001-7-25,1701,,2.4239,538.6,2301.56,,
2001-7-26,1702,,2.4906,538.74,2302.7,,
2001-7-27,1703,,2.4828,538.59,2301.53,,
2001-7-30,1704,,2.4963,539.23,2301.7,,
2001-7-31,1705,,2.4326,539.28,2298.27,,
2001-8-1,1706,,2.4305,538.96,2293.25,,
2001-8-2,1707,,2.4927,538.94,2295.19,,
2001-8-3,1708,,2.4869,538.73,2298.91,,
2001-8-6,1709,,2.4876,539.0,2295.72,,
2001-8-7,1710,,2.4682,539.22,,,
2001-8-8,1711,,2.4455,539.13,2291.46,,
2001-8-9,1712,,2.4696,538.51,2295.05,,
2001-8-10,1713,,2.466,537.99,,,
2001-8-13,1714,,2.4834,537.46,,,
2001-8-14,1715,,2.4902,537.84,2284.9,,
2001-8-15,1716,,2.5132,,2284.98,,
2001-8-16,1717,,2.4997,536.33,,,
2001-8-17,1718,,2.4869,536.23,2288.18,,
2001-8-20,1719,,2.5227,536.34,,,
2001-8-21,1720,,2.5298,536.42,2285.06,,
2001-8-22,1721,,2.5345,535.94,2283.86,,
2001-8-23,1722,,2.5223,536.63,2279.25,,
2001-8-24,1723,,2.5274,536.51,2275.07,,
2001-8-27,1724,,2.5492,537.04,2273.5,,
2001-8-28,1725,,2.5577,537.61,2282.56,,
2001-8-29,1726,,2.5556,536.89,2290.57,,
2001-8-30,1727,,2.5466,536.98,2297.24,,
2001-8-31,1728,,2.5395,536.55,2301.23,,
2001-9-3,1729,,2.5509,,2296.85,,
2001-9-4,1730,,2.5582,537.84,2305.15,,
2001-9-5,1731,,2.5634,538.89,2305.28,,
2001-9-6,1732,,2.5661,539.25,2312.87,,
2001-9-7,1733,,,537.86,,,
2001-9-10,1734,,2.5919,538.32,2320.09,,
2001-9-11,1735,,2.6005,538.73,,,
2001-9-12,1736,,,537.75,2341.28,,
2001-9-13,1737,,2.6733,537.7,2341.18,,
2001-9-14,1738,,2.697,536.49,,,
2001-9-17,1739,,2.6978,536.0,2342.44,,
2001-9-18,1740,,2.6671,,2342.18,,
2001-9-19,1741,,2.6785,,2338.39,,
2001-9-20,1742,,2.7057,535.84,2342.04,,
2001-9-21,1743,,2.7314,536.67,2341.68,,
2001-9-24,1744,,2.7999,537.14,2342.18,,
2001-9-25,1745,,2.7667,536.83,2329.7,,
2001-9-26,1746,,2.7125,537.07,2327.09,,
2001-9-27,1747,,2.7256,537.71,2328.49,,
2001-9-28,1748,,2.7042,537.97,,,
2001-10-1,1749,,2.6705,538.03,2332.19,,
2001-10-2,1750,,2.6858,538.22,2338.45,,
2001-10-3,1751,,2.703,538.01,2334.24,,
2001-10-4,1752,,2.7279,538.37,2336.18,,
2001-10-5,1753,,2.7318,538.19,2336.28,,
2001-10-8,1754,,2.7532,537.95,2331.03,,
2001-10-9,1755,,2.782,538.2,2331.03,,
2001-10-10,1756,,2.7789,538.52,2328.91,,
2001-10-11,1757,,2.7776,539.81,2320.41,,
2001-10-12,1758,,,539.62,2312.33,,
2001-10-15,1759,,2.7791,,,,
2001-10-16,1760,,2.7782,,2314.74,,
2001-10-17,1761,,2.7518,540.04,2303.3,,
2001-10-18,1762,,2.7203,539.92,2300.01,,
2001-10-19,1763,,2.7417,540.13,2313.24,,
2001-10-22,1764,,2.7565,540.72,2315.26,,
2001-10-23,1765,,2.7168,541.53,2318.47,,
2001-10-24,1766,,2.716,541.41,2316.14,,
2001-10-25,1767,,2.743,541.72,2319.53,,
2001-10-26,1768,,2.742,541.45,2316.68,,
2001-10-29,1769,,2.7282,541.06,2314.5,,
2001-10-30,1770,,2.7238,540.43,2311.42,,
2001-10-31,1771,,2.7223,540.58,,,
2001-11-1,1772,,2.7063,,2309.12,,
2001-11-2,1773,,,540.54,2309.89,,
2001-11-5,1774,,2.6812,541.49,2309.42,,
2001-11-6,1775,,2.62,541.15,2309.42,,
2001-11-7,1776,,2.5995,540.76,2309.22,,
2001-11-8,1777,,2.6047,541.22,2306.57,,
2001-11-9,1778,,,541.49,2307.24,,
2001-11-12,1779,,,,,,
2001-11-13,1780,,2.5339,541.7,2303.68,,
2001-11-14,1781,,2.5494,542.44,2303.68,,
2001-11-15,1782,,2.5262,542.92,2300.69,,
2001-11-16,1783,,,542.91,2302.81,,
2001-11-19,1784,,,542.89,2311.57,,
2001-11-20,1785,,2.5384,543.54,2314.33,,
2001-11-21,1786,,2.5146,543.21,2310.9,,
2001-11-22,1787,,2.5342,543.53,2314.86,,
2001-11-23,1788,,2.5403,,2319.34,,
2001-11-26,1789,,2.5375,,2317.57,,
2001-11-27,1790,,2.5126,543.83,2316.4,,
2001-11-28,1791,,2.4886,544.1,2313.26,,
2001-11-29,1792,,2.4596,543.62,2312.9,,
2001-11-30,1793,,2.4849,543.17,2310.97,,
2001-12-3,1794,,2.5279,543.3,,,
2001-12-4,1795,,2.4664,543.48,2304.13,,
2001-12-5,1796,,2.4281,543.55,2314.76,,
2001-12-6,1797,,2.4298,544.02,2315.36,,
2001-12-7,1798,,2.4427,544.02,2314.89,,
2001-12-10,1799,,2.3997,544.51,2310.9,,
2001-12-11,1800,,2.3571,544.34,2308.41,,
2001-12-12,1801,,2.3409,544.34,2306.56,,
2001-12-13,1802,,2.3543,543.96,2307.12,,
2001-12-14,1803,,2.3839,543.99,2312.0,,
2001-12-17,1804,,2.3832,543.88,2318.67,,
2001-12-18,1805,,2.3572,544.22,2310.58,,
2001-12-19,1806,,2.3422,544.54,2306.82,,
2001-12-20,1807,,2.2922,544.64,2307.1,,
2001-12-21,1808,,2.3194,545.2,2306.88,,
2001-12-24,1809,,,546.46,2303.15,,
2001-12-25,1810,,,,,,
2001-12-26,1811,,2.337,546.61,2297.59,,
2001-12-27,1812,,2.3137,546.7,2297.17,,
2001-12-28,1813,,2.3207,546.71,2301.33,,
2001-12-31,1814,,2.3196,,,,
2002-1-1,1815,,,,,,
2002-1-2,1816,,,545.6,2291.18,,
2002-1-3,1817,,2.3058,545.49,2289.42,,
2002-1-4,1818,,2.2924,545.92,2289.91,,
2002-1-7,1819,,2.3093,546.49,2295.59,,
2002-1-8,1820,,2.342,546.93,2295.59,,
2002-1-9,1821,,2.3446,546.7,2306.31,,
2002-1-10,1822,,2.3786,546.8,2306.35,,
2002-1-11,1823,,2.3888,546.73,2311.57,,
2002-1-14,1824,,,546.77,2304.54,,
2002-1-15,1825,,2.4064,546.75,2297.31,,
2002-1-16,1826,,2.3697,547.63,2280.73,,
2002-1-17,1827,,2.3859,547.83,2265.66,,
2002-1-18,1828,,2.3633,548.03,2265.01,,
2002-1-21,1829,,2.3744,547.86,2269.76,,
2002-1-22,1830,,2.3734,548.32,2259.24,,
2002-1-23,1831,,2.3659,548.1,2247.29,,
2002-1-24,1832,,2.3796,548.93,2239.92,,
2002-1-25,1833,,2.4064,549.64,2231.98,,
2002-1-28,1834,,2.4038,550.16,2242.67,,
2002-1-29,1835,,2.422,550.04,2252.37,,
2002-1-30,1836,,2.4226,549.67,2262.45,,
2002-1-31,1837,,2.4376,549.67,2264.82,,
2002-2-1,1838,,2.4175,550.21,2265.99,,
2002-2-4,1839,,2.4153,550.21,,,
2002-2-5,1840,,2.422,549.76,2266.61,,
2002-2-6,1841,,2.4206,550.01,2259.81,,
2002-2-7,1842,,2.4198,550.01,2254.98,,
2002-2-8,1843,,2.451,549.73,2260.17,,
2002-2-11,1844,,,549.36,2272.76,,
2002-2-12,1845,,,549.68,2283.14,,
2002-2-13,1846,,2.4683,549.5,2290.19,,
2002-2-14,1847,,2.4224,549.98,2309.27,,
2002-2-15,1848,,2.4241,550.03,2312.03,,
2002-2-18,1849,,2.4372,,2288.54,,
2002-2-19,1850,,,550.47,2288.98,,
2002-2-20,1851,,,550.05,2280.98,,
2002-2-21,1852,,2.4276,550.54,2282.94,,
2002-2-22,1853,,2.4233,550.54,2309.45,,
2002-2-25,1854,,2.4265,550.51,2307.75,,
2002-2-26,1855,,,550.89,2310.21,,
2002-2-27,1856,,2.3939,551.32,2313.13,,
2002-2-28,1857,,2.3819,551.26,2309.82,,
2002-3-1,1858,,2.3474,550.96,2306.45,,
2002-3-4,1859,,2.3588,551.14,2306.33,,
2002-3-5,1860,,2.3424,550.72,2299.15,,
2002-3-6,1861,,2.3243,550.72,,,
2002-3-7,1862,,2.3512,549.67,2290.0,,
2002-3-8,1863,,2.3655,549.44,2289.83,,
2002-3-11,1864,,2.3574,549.44,2283.83,,
2002-3-12,1865,,2.3479,549.92,2269.88,,
2002-3-13,1866,,2.3488,550.26,2269.17,,
2002-3-14,1867,,2.336,550.26,2270.66,,
2002-3-15,1868,,2.3433,549.66,2272.27,,
2002-3-18,1869,,2.3534,549.39,2278.56,,
2002-3-19,1870,,2.3398,550.38,,,
2002-3-20,1871,,2.3424,550.28,2274.53,,
2002-3-21,1872,,2.3372,550.41,2279.6,,
2002-3-22,1873,,2.3467,550.56,2280.0,,
2002-3-25,1874,,2.35,550.91,2274.47,,
2002-3-26,1875,,,551.42,2274.47,,
2002-3-27,1876,,2.3494,551.58,2261.37,,
2002-3-28,1877,,2.3363,551.48,,,
2002-3-29,1878,,,,,,
2002-4-1,1879,,2.3228,551.67,2261.23,,
2002-4-2,1880,,2.3212,551.97,2264.57,,
2002-4-3,1881,,2.3014,551.46,2257.16,,
2002-4-4,1882,,2.2969,550.94,2267.99,,
2002-4-5,1883,,2.311,550.94,2269.35,,
2002-4-8,1884,,2.2916,551.45,2263.03,,
2002-4-9,1885,,2.2899,551.55,2255.02,,
2002-4-10,1886,,2.2834,551.7,2254.45,,
2002-4-11,1887,,2.272,551.24,2257.78,,
2002-4-12,1888,,2.2701,551.26,2261.66,,
2002-4-15,1889,,2.298,551.79,2264.98,,
2002-4-16,1890,,2.3172,551.78,2266.92,,
2002-4-17,1891,,2.3164,551.72,2262.56,,
2002-4-18,1892,,2.3157,551.03,2261.12,,
2002-4-19,1893,,2.3319,551.02,2256.66,,
2002-4-22,1894,,2.3261,551.02,2260.9,,
2002-4-23,1895,,2.3339,551.07,2259.88,,
2002-4-24,1896,,2.3479,,2263.68,,
2002-4-25,1897,,2.356,550.19,2265.7,,
2002-4-26,1898,,2.3658,550.15,2267.4,,
2002-4-29,1899,,2.355,550.15,2270.92,,
2002-4-30,1900,,2.3681,649.09,2275.35,,
2002-5-1,1901,,,,2275.43,,
2002-5-2,1902,,2.3617,646.44,2275.43,,
2002-5-3,1903,,2.3762,650.4,2279.56,,
2002-5-6,1904,,2.4141,653.34,2286.39,,
2002-5-7,1905,,2.4319,655.52,2285.64,,
2002-5-8,1906,,2.4166,654.96,2286.6,,
2002-5-9,1907,,2.4333,653.53,2284.93,,
2002-5-10,1908,,2.4511,656.67,2289.17,,
2002-5-13,1909,,2.483,659.14,2292.0,,
2002-5-14,1910,,2.4944,655.32,2292.0,,
2002-5-15,1911,,2.5146,655.62,2293.0,,
2002-5-16,1912,,2.5109,652.56,2300.02,,
2002-5-17,1913,,2.4791,650.31,2314.21,,
2002-5-20,1914,,2.4755,651.68,2332.68,,
2002-5-21,1915,,2.4729,,2350.2,,
2002-5-22,1916,,2.4779,651.82,2363.28,,
2002-5-23,1917,,2.5008,654.49,2349.8,,
2002-5-24,1918,,2.5288,655.6,2338.55,,
2002-5-27,1919,,2.5232,,2331.07,,
2002-5-28,1920,,2.522,655.7,2309.85,,
2002-5-29,1921,,2.524,656.39,2314.3,,
2002-5-30,1922,,,654.2,2317.12,,
2002-5-31,1923,,2.5193,654.44,2321.16,,
2002-6-3,1924,,2.5212,655.9,2321.68,,
2002-6-4,1925,,2.5405,657.39,2321.68,,
2002-6-5,1926,,2.5689,660.74,2324.54,,
2002-6-6,1927,,2.6078,661.58,2331.69,,
2002-6-7,1928,,2.641,662.21,2335.3,,
2002-6-10,1929,,2.67,663.15,2336.11,,
2002-6-11,1930,,2.6359,661.29,2336.11,,
2002-6-12,1931,,2.6656,663.2,2340.36,,
2002-6-13,1932,,2.7478,666.93,2347.68,,
2002-6-14,1933,,2.6914,666.17,2357.14,,
2002-6-17,1934,,2.7173,668.42,2369.12,,
2002-6-18,1935,,2.6815,667.32,2379.92,,
2002-6-19,1936,,2.6692,668.56,2383.31,,
2002-6-20,1937,,2.7022,674.96,2393.87,,
2002-6-21,1938,,2.7497,685.03,2391.65,,
2002-6-24,1939,,2.7902,693.77,2384.22,,
2002-6-25,1940,,2.8261,702.17,2383.41,,
2002-6-26,1941,,2.7987,694.63,2386.18,,
2002-6-27,1942,,2.8576,704.28,2392.13,,
2002-6-28,1943,,2.8585,697.62,2398.14,,
2002-7-1,1944,,2.8436,688.05,2398.82,,
2002-7-2,1945,,,690.3,2398.82,,
2002-7-3,1946,,,698.67,2410.54,,
2002-7-4,1947,,2.8609,,2425.42,,
2002-7-5,1948,,2.8473,691.5,2426.4,,
2002-7-8,1949,,2.8738,694.6,2434.32,,
2002-7-9,1950,,2.8703,697.26,2457.39,,
2002-7-10,1951,,2.8543,699.91,2462.18,,
2002-7-11,1952,,2.8533,698.84,2482.21,,
2002-7-12,1953,,2.8224,696.71,2506.84,,
2002-7-15,1954,,2.8139,693.72,2513.99,,
2002-7-16,1955,,2.8447,697.01,2507.21,,
2002-7-17,1956,,2.8663,697.08,2499.92,,
2002-7-18,1957,,2.8775,693.9,2524.76,,
2002-7-19,1958,,2.8764,693.21,2538.47,,
2002-7-22,1959,,2.8663,692.5,2529.57,,
2002-7-23,1960,,2.8808,692.4,2517.42,,
2002-7-24,1961,,2.9124,696.05,2539.0,,
2002-7-25,1962,,2.9471,701.65,2572.42,,
2002-7-26,1963,,2.9814,702.61,2580.15,,
2002-7-29,1964,,3.0169,702.31,2596.26,,
2002-7-30,1965,,3.1441,699.3,2599.57,,
2002-7-31,1966,,3.2684,700.98,2625.06,,
2002-8-1,1967,,3.4277,703.57,2636.3,,
2002-8-2,1968,,,704.36,2640.35,,
2002-8-5,1969,,3.0294,697.71,,,
2002-8-6,1970,,3.0724,698.41,2663.81,,
2002-8-7,1971,,,701.08,2670.61,,
2002-8-8,1972,,3.059,696.95,2670.61,,
2002-8-9,1973,,2.8875,692.21,2649.32,,
2002-8-12,1974,,2.9956,695.14,2568.8,,
2002-8-13,1975,,3.0971,700.96,2595.8,,
2002-8-14,1976,,3.2086,702.07,2657.98,,
2002-8-15,1977,,3.1957,,2635.87,,
2002-8-16,1978,,3.1904,702.21,2648.77,,
2002-8-19,1979,,,,,,
2002-8-20,1980,,3.1612,700.37,,,
2002-8-21,1981,,3.1134,699.19,2663.61,,
2002-8-22,1982,,3.0915,699.46,2620.91,,
2002-8-23,1983,,3.0786,702.3,2626.17,,
2002-8-26,1984,,3.1409,705.09,2652.96,,
