Date,Day,Bolivar Fuerte,Brazilian Real,Chilean Peso,Colombian Peso,Nuevo Sol,Peso Uruguayo 
2007-2-16,3147,,2.0888,539.07,2219.15,,
2007-2-19,3148,,,540.04,2221.7,,
2007-2-20,3149,,,539.58,2221.7,,
2007-2-21,3150,,2.0905,539.06,2220.76,,
2007-2-22,3151,,2.0794,539.69,2218.78,,
2007-2-23,3152,,2.0758,536.21,2214.44,,
2007-2-26,3153,,2.086,536.02,2216.57,,
2007-2-27,3154,,2.0855,535.29,2211.46,,
2007-2-28,3155,,2.1091,538.42,2224.12,,
2007-3-1,3156,,,540.07,2231.94,,
2007-3-2,3157,,2.1252,541.42,,,
2007-3-5,3158,,2.1266,540.49,2242.62,,
2007-3-6,3159,,2.138,541.95,2245.71,,
2007-3-7,3160,,2.1201,537.85,2222.45,,
2007-3-8,3161,,2.1113,537.43,2218.94,,
2007-3-9,3162,,2.1046,536.81,2214.05,,
2007-3-12,3163,,2.0975,538.54,2210.98,,
2007-3-13,3164,,2.0894,539.2,2205.77,,
2007-3-14,3165,,2.0954,539.24,2206.38,,
2007-3-15,3166,,2.1036,540.15,2210.12,,
2007-3-16,3167,,2.0901,538.01,2197.76,,
2007-3-19,3168,,2.0907,536.97,,,
2007-3-20,3169,,2.0784,536.02,,,
2007-3-21,3170,,2.0755,535.8,2186.21,,
2007-3-22,3171,,2.0668,535.77,2172.6,,
2007-3-23,3172,,2.0594,535.36,,,
2007-3-26,3173,,2.0644,537.45,2174.72,,
2007-3-27,3174,,2.0593,538.49,2172.14,,
2007-3-28,3175,,,539.57,2172.09,,
2007-3-29,3176,,2.0708,540.77,2169.67,,
2007-3-30,3177,,2.0537,539.37,2155.06,,
2007-4-2,3178,,2.0496,539.21,2190.3,,
2007-4-3,3179,,2.047,539.69,2189.18,,
2007-4-4,3180,,2.0364,537.86,2171.47,,
2007-4-5,3181,,2.0313,537.53,,,
2007-4-6,3182,,,,,,
2007-4-9,3183,,2.0325,536.81,2166.93,,
2007-4-10,3184,,2.0228,535.45,2164.55,,
2007-4-11,3185,,,534.93,,,
2007-4-12,3186,,2.0325,532.75,2154.61,,
2007-4-13,3187,,2.0363,532.52,2152.65,,
2007-4-16,3188,,2.0223,532.02,2138.74,,
2007-4-17,3189,,,530.51,,,
2007-4-18,3190,,,529.28,,,
2007-4-19,3191,,,529.31,2148.46,,
2007-4-20,3192,,,530.14,,,
2007-4-23,3193,,2.0254,528.49,2121.42,,
2007-4-24,3194,,2.0282,528.3,2115.56,,
2007-4-25,3195,,,529.1,,,
2007-4-26,3196,,2.0228,527.55,2112.61,,
2007-4-27,3197,,,527.49,,,
2007-4-30,3198,,2.0335,527.08,2110.67,,
2007-5-1,3199,,,,,,
2007-5-2,3200,,2.0331,525.96,2104.16,,
2007-5-3,3201,,2.026,525.16,2085.18,,
2007-5-4,3202,,,523.54,,,
2007-5-7,3203,,,520.72,2069.01,,
2007-5-8,3204,,,517.83,,,
2007-5-9,3205,,,519.33,,,
2007-5-10,3206,,,519.13,,,
2007-5-11,3207,,,518.46,,,
2007-5-14,3208,,,518.33,,,
2007-5-15,3209,,,518.63,,,
2007-5-16,3210,,,518.18,1995.17,,
2007-5-17,3211,,,517.64,1988.01,,
2007-5-18,3212,,,521.41,1990.43,,
2007-5-21,3213,,,521.94,1985.33,,
2007-5-22,3214,,,521.94,1985.33,,
2007-5-23,3215,,,522.01,1957.54,,
2007-5-24,3216,,,525.14,1963.56,,
2007-5-25,3217,,,525.61,,,
2007-5-28,3218,,,,,,
2007-5-29,3219,,,526.31,1934.55,,
2007-5-30,3220,,,526.2,1914.96,,
2007-5-31,3221,,,527.52,1930.64,,
2007-6-1,3222,,,525.1,1900.09,,
2007-6-4,3223,,,524.3,1885.8,,
2007-6-5,3224,,,525.7,,,
2007-6-6,3225,,,524.77,1877.88,,
2007-6-7,3226,,,526.55,1886.92,,
2007-6-8,3227,,,527.63,,,
2007-6-11,3228,,,529.18,,,
2007-6-12,3229,,,527.85,,,
2007-6-13,3230,,,528.39,,,
2007-6-14,3231,,,529.32,,,
2007-6-15,3232,,,529.0,,,
2007-6-18,3233,,1.9089,526.43,,,
2007-6-19,3234,,1.9039,524.59,1920.25,,
2007-6-20,3235,,1.905,524.1,1896.07,,
2007-6-21,3236,,1.919,524.15,1905.13,,
2007-6-22,3237,,1.9189,525.41,1938.17,,
2007-6-25,3238,,1.9326,526.05,1944.01,,
2007-6-26,3239,,1.9371,527.38,1960.32,,
2007-6-27,3240,,,527.96,,,
2007-6-28,3241,,1.9491,529.78,1982.29,,
2007-6-29,3242,,,527.46,1958.09,,
2007-7-2,3243,,1.9254,,,,
2007-7-3,3244,,1.9168,526.86,1960.61,,
2007-7-4,3245,,1.9114,525.56,1958.95,,
2007-7-5,3246,,1.9091,523.86,,,
2007-7-6,3247,,1.9149,523.97,,,
2007-7-9,3248,,1.9025,522.16,,,
2007-7-10,3249,,1.8984,519.55,,,
2007-7-11,3250,,1.8939,520.01,,,
2007-7-12,3251,,,518.84,,,
2007-7-13,3252,,,516.81,,,
2007-7-16,3253,,1.8676,514.66,1956.05,,
2007-7-17,3254,,1.8639,514.66,1942.43,,
2007-7-18,3255,,1.8613,515.33,1931.04,,
2007-7-19,3256,,1.846,516.01,1928.59,,
2007-7-20,3257,,1.8528,513.0,,,
2007-7-23,3258,,1.8598,515.72,1921.04,,
2007-7-24,3259,,1.844,514.82,1912.9,,
2007-7-25,3260,,1.8517,517.37,1916.23,,
2007-7-26,3261,,,520.55,1935.68,,
2007-7-27,3262,,1.9046,523.64,1981.58,,
2007-7-30,3263,,,524.29,1984.1,,
2007-7-31,3264,,1.8801,523.08,1971.8,,
2007-8-1,3265,,1.8768,521.17,1958.5,,
2007-8-2,3266,,1.8848,524.12,1971.2,,
2007-8-3,3267,,,521.1,,,
2007-8-6,3268,,,521.3,,,
2007-8-7,3269,,,523.2,,,
2007-8-8,3270,,1.9069,521.62,,,
2007-8-9,3271,,1.8858,518.19,,,
2007-8-10,3272,,,520.35,,,
2007-8-13,3273,,1.9542,522.78,2006.79,,
2007-8-14,3274,,1.9403,519.31,,,
2007-8-15,3275,,1.9801,,2016.3,,
2007-8-16,3276,,2.0035,521.22,2048.44,,
2007-8-17,3277,,,528.37,,,
2007-8-20,3278,,,524.52,2113.54,,
2007-8-21,3279,,2.0272,522.67,2113.54,,
2007-8-22,3280,,,523.19,2154.94,,
2007-8-23,3281,,2.0165,522.16,2133.04,,
2007-8-24,3282,,1.9931,524.1,2138.13,,
2007-8-27,3283,,,524.53,2128.17,,
2007-8-28,3284,,1.9481,524.29,2114.15,,
2007-8-29,3285,,,525.95,2147.34,,
2007-8-30,3286,,1.9856,525.53,2160.65,,
2007-8-31,3287,,1.9769,524.63,2173.17,,
2007-9-3,3288,,,523.25,,,
2007-9-4,3289,,1.9539,524.05,2160.99,,
2007-9-5,3290,,1.952,523.36,,,
2007-9-6,3291,,,523.85,2174.56,,
2007-9-7,3292,,,521.41,2166.6,,
2007-9-10,3293,,1.9537,520.76,2191.0,,
2007-9-11,3294,,1.9583,517.68,2194.65,,
2007-9-12,3295,,1.9296,516.12,2185.89,,
2007-9-13,3296,,1.9117,515.26,2182.22,,
2007-9-14,3297,,1.8983,513.75,2157.75,,
2007-9-17,3298,,,514.29,2128.5,,
2007-9-18,3299,,,514.29,2130.66,,
2007-9-19,3300,,1.8952,514.29,2124.36,,
2007-9-20,3301,,1.8631,514.29,2055.28,,
2007-9-21,3302,,1.8629,510.55,2042.63,,
2007-9-24,3303,,1.861,512.07,2026.33,,
2007-9-25,3304,,1.8686,513.05,2028.95,,
2007-9-26,3305,,1.8648,513.93,2045.51,,
2007-9-27,3306,,1.8485,512.39,2009.46,,
2007-9-28,3307,,1.8401,511.72,2013.18,,
2007-10-1,3308,,1.8381,511.23,2023.19,,
2007-10-2,3309,,1.8217,509.23,2015.75,,
2007-10-3,3310,,1.8227,507.63,2013.39,,
2007-10-4,3311,,1.8266,505.61,2017.69,,
2007-10-5,3312,,1.8276,506.94,2018.45,,
2007-10-8,3313,,1.8084,503.89,1999.95,,
2007-10-9,3314,,1.8125,500.84,1999.95,,
2007-10-10,3315,,1.81,498.46,1968.13,,
2007-10-11,3316,,1.804,496.69,1972.81,,
2007-10-12,3317,,,493.74,1963.03,,
2007-10-15,3318,,1.7912,,1978.97,,
2007-10-16,3319,,,496.21,1978.97,,
2007-10-17,3320,,1.8234,499.56,2004.58,,
2007-10-18,3321,,1.813,500.56,1994.06,,
2007-10-19,3322,,1.8063,503.2,2018.55,,
2007-10-22,3323,,1.7956,500.79,2007.24,,
2007-10-23,3324,,1.8198,504.25,2022.76,,
2007-10-24,3325,,1.7999,503.4,2006.67,,
2007-10-25,3326,,1.7961,504.65,,,
2007-10-26,3327,,,500.6,,,
2007-10-29,3328,,1.7744,494.77,2005.28,,
2007-10-30,3329,,1.7587,494.85,,,
2007-10-31,3330,,1.7544,494.64,1999.44,,
2007-11-1,3331,,1.7432,,1987.69,,
2007-11-2,3332,,,493.14,,,
2007-11-5,3333,,1.8217,496.27,2014.12,,
2007-11-6,3334,,1.7548,501.23,2014.12,,
2007-11-7,3335,,1.7317,500.9,2012.89,,
2007-11-8,3336,,1.7392,,2023.99,,
2007-11-9,3337,,1.7346,504.17,2033.94,,
2007-11-12,3338,,1.7482,505.8,2045.59,,
2007-11-13,3339,,1.7732,507.39,2045.59,,
2007-11-14,3340,,1.7674,506.8,,,
2007-11-15,3341,,,504.96,2032.04,,
2007-11-16,3342,,,506.75,2044.7,,
2007-11-19,3343,,1.7406,507.6,2040.35,,
2007-11-20,3344,,1.7585,507.89,2054.3,,
2007-11-21,3345,,1.7639,509.01,2056.28,,
2007-11-22,3346,,1.7858,512.16,2074.6,,
2007-11-23,3347,,1.7739,513.11,2074.6,,
2007-11-26,3348,,1.7954,513.88,2088.24,,
2007-11-27,3349,,1.8102,514.26,2089.11,,
2007-11-28,3350,,1.8493,516.25,2094.74,,
2007-11-29,3351,,,512.24,2066.81,,
2007-11-30,3352,,,508.47,2060.42,,
2007-12-3,3353,,1.7829,505.38,2043.11,,
2007-12-4,3354,,,506.79,2052.18,,
2007-12-5,3355,,1.8225,506.23,2057.4,,
2007-12-6,3356,,1.7948,502.55,2036.6,,
2007-12-7,3357,,1.7865,496.99,2023.18,,
2007-12-10,3358,,,496.59,2016.77,,
2007-12-11,3359,,,497.63,2009.83,,
2007-12-12,3360,,1.7642,497.5,2005.82,,
2007-12-13,3361,,1.7616,498.19,2003.9,,
2007-12-14,3362,,1.7738,499.66,,,
2007-12-17,3363,,1.7951,498.03,,,
2007-12-18,3364,,,500.9,2006.48,,
2007-12-19,3365,,1.8083,499.02,2007.98,,
2007-12-20,3366,,1.8011,499.79,,,
2007-12-21,3367,,1.8024,497.85,,,
2007-12-24,3368,,1.7958,,1993.08,,
2007-12-26,3369,,1.7901,495.6,1989.7,,
2007-12-27,3370,,1.7787,495.49,1987.81,,
2007-12-28,3371,,1.7663,495.82,,,
2007-12-31,3372,,1.7705,,,,
2008-1-2,3373,,1.7705,496.89,2014.76,,
2008-1-3,3374,,1.7714,498.05,2012.82,,
2008-1-4,3375,,1.7561,496.83,2013.27,,
2008-1-7,3376,,1.7566,495.73,,,
2008-1-8,3377,,1.7667,495.64,2013.98,,
2008-1-9,3378,,1.7546,490.21,2000.91,,
2008-1-10,3379,,1.7683,487.25,2004.7,,
2008-1-11,3380,,1.762,484.83,,,
2008-1-14,3381,,1.7528,480.15,1985.35,,
2008-1-15,3382,,,471.67,1949.43,,
2008-1-16,3383,,1.7442,471.69,1948.91,,
2008-1-17,3384,,1.7622,478.28,1960.49,,
2008-1-18,3385,,1.7679,476.06,1947.6,,
2008-1-21,3386,,1.7842,,1968.13,,
2008-1-22,3387,,1.8293,482.54,1968.13,,
2008-1-23,3388,,1.8033,480.86,2007.41,,
2008-1-24,3389,,1.8139,479.02,2005.08,,
2008-1-25,3390,,1.7875,471.41,1970.65,,
2008-1-28,3391,,,467.95,1961.3,,
2008-1-29,3392,,1.7898,469.46,,,
2008-1-30,3393,,1.7754,463.58,1946.54,,
2008-1-31,3394,,,465.3,1939.6,,
2008-2-1,3395,2.1446,,465.34,1939.77,,
2008-2-4,3396,2.1446,,464.65,1921.94,,
2008-2-5,3397,,,466.71,1917.26,,
2008-2-6,3398,,1.7443,472.35,1928.3,,
2008-2-7,3399,,1.7523,474.47,1929.7,,
2008-2-8,3400,,1.7619,476.44,1935.49,,
2008-2-11,3401,2.1446,1.7673,473.97,1923.08,,
2008-2-12,3402,,,468.93,1912.8,,
2008-2-13,3403,,,465.72,,,
2008-2-14,3404,,1.7451,466.41,1898.4,,
2008-2-15,3405,,1.7461,464.47,1894.87,,
2008-2-18,3406,2.1446,1.7533,465.17,1905.37,,
2008-2-19,3407,,1.7386,463.18,1905.37,,
2008-2-20,3408,,1.7321,464.36,1890.74,,
2008-2-21,3409,,1.7343,469.24,1910.81,,
2008-2-22,3410,,1.7096,468.29,1895.85,,
2008-2-25,3411,2.1446,1.7032,466.74,1892.0,,
2008-2-26,3412,,1.7054,467.2,1887.97,,
2008-2-27,3413,,1.6874,466.64,1879.19,,
2008-2-28,3414,,1.6707,463.26,1854.87,,
2008-2-29,3415,,1.6715,458.02,,,
2008-3-3,3416,2.1446,1.6825,453.95,1845.17,,
2008-3-4,3417,,1.6808,454.94,1849.46,,
2008-3-5,3418,,1.6722,453.11,1841.61,,
2008-3-6,3419,,,449.49,1856.69,,
2008-3-7,3420,,1.6712,444.87,,,
2008-3-10,3421,2.1446,1.6833,444.04,1902.17,,
2008-3-11,3422,,1.6988,440.31,1864.78,,
2008-3-12,3423,,1.6939,435.1,1865.98,,
2008-3-13,3424,,1.6788,432.38,1853.41,,
2008-3-14,3425,,1.6963,433.41,1856.01,,
2008-3-17,3426,2.1446,1.6939,434.54,1843.95,,
2008-3-18,3427,2.1446,1.724,438.53,1857.55,,
2008-3-19,3428,,1.6999,431.22,,,
2008-3-20,3429,2.1446,1.7033,435.6,,,
2008-3-21,3430,,,,,,
2008-3-24,3431,,,447.36,,,
2008-3-25,3432,2.1446,1.7407,452.2,1815.65,,
2008-3-26,3433,,1.7341,450.86,1835.01,,
2008-3-27,3434,2.1446,1.728,446.36,1821.31,,
2008-3-28,3435,2.1446,,441.48,1810.68,,
2008-3-31,3436,2.1446,1.7448,439.09,1821.6,,
2008-4-1,3437,2.1446,1.7483,437.71,1834.96,,
2008-4-2,3438,2.1446,1.7526,438.39,1827.94,,
2008-4-3,3439,2.1446,1.7625,437.12,1826.34,,
2008-4-4,3440,2.1446,1.7244,440.02,,,
2008-4-7,3441,2.1446,1.7109,436.36,1816.28,,
2008-4-8,3442,2.1446,1.6982,433.98,1811.23,,
2008-4-9,3443,,1.703,437.15,1812.85,,
2008-4-10,3444,,1.687,435.48,1799.07,,
2008-4-11,3445,2.1446,,434.17,1791.63,,
2008-4-14,3446,2.1446,1.6868,448.67,1792.49,,
2008-4-15,3447,,1.6859,449.48,1792.69,,
2008-4-16,3448,2.1446,1.6814,453.6,1797.89,,
2008-4-17,3449,2.1446,1.6691,456.19,1798.89,,
2008-4-18,3450,2.1446,1.658,457.2,1792.87,,
2008-4-21,3451,,,456.02,,,
2008-4-22,3452,,,456.41,1780.79,,
2008-4-23,3453,,1.6567,452.34,1775.08,,
2008-4-24,3454,,1.6574,445.48,1765.3,,
2008-4-25,3455,,1.6679,448.49,1765.75,,
2008-4-28,3456,2.1446,1.668,454.07,1775.22,,
2008-4-29,3457,,,454.05,,,
2008-4-30,3458,2.1446,1.705,459.16,1780.21,,
2008-5-1,3459,,,,,,
2008-5-2,3460,,1.6864,461.49,1767.27,,
2008-5-5,3461,2.1446,1.6498,464.83,,,
2008-5-6,3462,2.1446,1.657,466.23,,,
2008-5-7,3463,2.1446,1.6607,467.5,,,
2008-5-8,3464,,1.6733,469.42,1787.62,,
2008-5-9,3465,,1.6928,470.85,1793.13,,
2008-5-12,3466,2.1446,1.6941,471.03,1781.79,,
2008-5-13,3467,,1.6735,468.19,1781.29,,
2008-5-14,3468,,1.6575,466.5,1780.01,,
2008-5-15,3469,,1.6633,468.53,1787.65,,
2008-5-16,3470,,,466.99,1792.94,,
2008-5-19,3471,2.1446,1.6426,465.31,1785.04,,
2008-5-20,3472,2.1446,1.6452,467.05,1779.35,,
2008-5-21,3473,2.1446,1.6562,,1787.59,,
2008-5-22,3474,2.1446,,471.05,,,
2008-5-23,3475,2.1446,1.6484,471.83,1779.59,,
2008-5-26,3476,,1.6539,472.02,1777.98,,
2008-5-27,3477,,1.6602,474.82,1777.98,,
2008-5-28,3478,2.1446,1.6673,479.3,1772.55,,
2008-5-29,3479,,,479.4,1767.41,,
2008-5-30,3480,,1.6488,479.66,1755.95,,
2008-6-2,3481,2.1446,1.6286,479.54,,,
2008-6-3,3482,2.1446,,483.17,1744.01,,
2008-6-4,3483,2.1446,,485.2,1730.61,,
2008-6-5,3484,2.1446,,489.58,1728.76,,
2008-6-6,3485,2.1446,1.6254,482.53,1709.95,,
2008-6-9,3486,2.1446,1.6274,482.8,1702.44,,
2008-6-10,3487,,1.6257,483.55,1687.13,,
2008-6-11,3488,,1.6384,484.9,1696.79,,
2008-6-12,3489,,1.6428,485.61,1700.94,,
2008-6-13,3490,,,497.13,1705.35,,
2008-6-16,3491,2.1446,,500.55,,,
2008-6-17,3492,,,499.66,,,
2008-6-18,3493,,1.6127,492.35,1655.42,,
2008-6-19,3494,,,490.51,1652.41,,
2008-6-20,3495,,,488.62,1670.31,,
2008-6-23,3496,,,493.56,1678.82,,
2008-6-24,3497,2.1446,1.6109,501.39,1713.63,,
2008-6-25,3498,2.1446,1.6038,505.11,1748.04,,
2008-6-26,3499,2.1446,1.5993,507.58,1783.44,,
2008-6-27,3500,2.1446,1.5943,512.38,1832.81,,
2008-6-30,3501,,1.6069,520.14,,,
2008-7-1,3502,,1.5911,526.05,1923.02,,
2008-7-2,3503,,1.6053,529.25,1915.44,,
2008-7-3,3504,,1.5985,517.27,1818.6,,
2008-7-4,3505,,1.6081,511.16,1748.43,,
2008-7-7,3506,2.1446,1.6092,510.55,1748.43,,
2008-7-8,3507,,1.6033,507.4,1719.48,,
2008-7-9,3508,,1.6019,505.75,1736.49,,
2008-7-10,3509,,1.6084,502.57,1728.74,,
2008-7-11,3510,,1.6139,503.4,1768.09,,
2008-7-14,3511,,1.6024,503.97,1778.8,,
2008-7-15,3512,,1.5934,498.28,1753.51,,
2008-7-16,3513,,1.5902,,1777.17,,
2008-7-17,3514,,1.5952,493.05,1768.53,,
2008-7-18,3515,,1.5905,488.89,1757.79,,
2008-7-21,3516,,1.593,495.16,1788.24,,
2008-7-22,3517,,1.581,495.1,1802.01,,
2008-7-23,3518,,1.5803,490.25,1797.43,,
2008-7-24,3519,,1.5826,494.85,1772.25,,
2008-7-25,3520,,1.5773,493.88,1777.1,,
2008-7-28,3521,,1.5737,491.75,1785.17,,
2008-7-29,3522,,1.5746,493.59,1764.48,,
2008-7-30,3523,,1.5722,494.36,1789.68,,
2008-7-31,3524,,1.5633,502.78,1792.24,,
2008-8-1,3525,,1.5658,506.64,1800.54,,
2008-8-4,3526,,1.5585,505.96,1779.97,,
2008-8-5,3527,2.1446,1.5651,510.84,1771.31,,
2008-8-6,3528,2.1446,1.5724,511.32,1772.16,,
2008-8-7,3529,2.1446,1.5774,513.24,,,
2008-8-8,3530,2.1446,1.5835,511.84,1782.92,,
2008-8-11,3531,,1.6128,517.32,1816.25,,
2008-8-12,3532,,1.614,519.58,1821.76,,
2008-8-13,3533,,1.6153,519.74,1836.25,,
2008-8-14,3534,,1.6203,517.91,1854.16,,
2008-8-15,3535,,1.6196,,1853.45,,
2008-8-18,3536,,1.6381,515.23,1882.11,,
2008-8-19,3537,,1.6341,519.32,1882.11,,
2008-8-20,3538,,1.6335,523.48,1891.99,,
2008-8-21,3539,,1.6199,520.79,1880.69,,
2008-8-22,3540,,1.6135,520.23,1864.26,,
2008-8-25,3541,,1.6209,520.05,1872.07,,
2008-8-26,3542,,1.6267,521.02,1873.94,,
2008-8-27,3543,,1.6367,523.15,1892.06,,
2008-8-28,3544,,1.6205,519.91,1887.71,,
2008-8-29,3545,,1.6254,516.47,1907.97,,
2008-9-1,3546,2.1446,,512.81,1932.2,,
2008-9-2,3547,2.1446,,515.06,1932.2,,
2008-9-3,3548,2.1446,1.6594,516.41,1975.1,,
2008-9-4,3549,2.1446,1.672,516.81,,,
2008-9-5,3550,2.1446,1.7002,515.91,2017.53,,
2008-9-8,3551,,1.7002,523.18,2041.81,,
2008-9-9,3552,,1.7274,523.78,2031.12,,
2008-9-10,3553,,1.7536,530.75,2071.24,,
2008-9-11,3554,,1.785,531.19,2081.32,,
2008-9-12,3555,,1.8247,533.74,2082.46,,
2008-9-15,3556,,1.7904,528.03,,,
2008-9-16,3557,,,532.42,,,
2008-9-17,3558,,1.8402,540.8,,,
2008-9-18,3559,,1.8652,,2139.14,,
2008-9-19,3560,,1.9151,,2187.01,,
2008-9-22,3561,,1.839,545.01,2067.45,,
2008-9-23,3562,,1.7981,531.9,2045.85,,
2008-9-24,3563,,1.8234,533.6,2077.59,,
2008-9-25,3564,,1.8437,540.11,2147.41,,
2008-9-26,3565,,1.8269,539.41,2118.31,,
2008-9-29,3566,2.1446,1.8547,540.01,2105.61,,
2008-9-30,3567,2.1446,1.9551,552.47,2174.62,,
2008-10-1,3568,2.1446,1.9135,551.31,2184.76,,
2008-10-2,3569,2.1446,1.9205,555.56,2166.05,,
2008-10-3,3570,2.1446,2.0073,571.52,2192.69,,
2008-10-6,3571,2.1446,2.0532,568.35,2160.08,,
2008-10-7,3572,2.1446,2.1761,589.76,2250.73,,
2008-10-8,3573,2.1446,2.1875,588.37,2261.96,,
2008-10-9,3574,2.1446,2.3916,607.18,2326.41,,
2008-10-10,3575,,2.181,610.86,,,
2008-10-13,3576,,2.2872,636.19,,,
2008-10-14,3577,,2.1554,616.72,2318.63,,
2008-10-15,3578,,2.0781,603.8,2223.94,,
2008-10-16,3579,,2.1543,631.33,2316.54,,
2008-10-17,3580,2.1446,2.1846,630.83,2304.68,,
2008-10-20,3581,,2.1012,616.61,2271.98,,
2008-10-21,3582,2.1446,2.1166,612.43,,,
2008-10-22,3583,,,631.46,2296.32,,
2008-10-23,3584,,,651.99,2346.47,,
2008-10-24,3585,,,651.38,,,
2008-10-27,3586,,2.3104,666.77,2386.48,,
2008-10-28,3587,,2.2516,676.75,2379.24,,
2008-10-29,3588,,2.1692,670.55,2382.31,,
2008-10-30,3589,2.1446,2.1312,664.96,2374.1,,
2008-10-31,3590,2.1446,2.1143,,2359.52,,
2008-11-3,3591,2.1446,,669.94,,,
2008-11-4,3592,2.1446,2.181,668.19,2392.28,,
2008-11-5,3593,2.1446,2.1219,643.28,2351.56,,
2008-11-6,3594,2.1446,,632.93,,,
2008-11-7,3595,2.1446,,629.85,2342.65,,
2008-11-10,3596,2.1446,2.1605,635.88,2317.34,,
2008-11-11,3597,2.1446,2.1327,629.19,2281.24,,
2008-11-12,3598,2.1446,2.2002,643.43,2281.24,,
2008-11-13,3599,2.1446,,645.28,2335.02,,
2008-11-14,3600,2.1446,2.3306,640.47,2329.82,,
2008-11-17,3601,,2.2792,639.79,2308.65,,
2008-11-18,3602,,2.2932,645.25,2308.65,,
2008-11-19,3603,,2.2988,645.93,2329.9,,
2008-11-20,3604,,2.3758,654.52,2342.18,,
2008-11-21,3605,,2.3954,663.3,2359.26,,
2008-11-24,3606,,2.4269,672.49,2355.71,,
2008-11-25,3607,,2.3492,675.57,2314.72,,
2008-11-26,3608,2.1446,2.3048,672.31,2307.37,,
2008-11-27,3609,2.1446,2.3213,663.08,2324.1,,
2008-11-28,3610,2.1446,2.2649,659.43,,,
2008-12-1,3611,2.1446,2.3323,664.57,2318.0,,
2008-12-2,3612,2.1446,,671.09,2320.12,,
2008-12-3,3613,2.1446,2.3449,666.84,2315.35,,
2008-12-4,3614,2.1446,2.4205,674.83,2317.48,,
2008-12-5,3615,2.1446,2.4897,673.3,2323.28,,
2008-12-8,3616,,,,2333.54,,
2008-12-9,3617,2.1446,,673.39,2333.54,,
2008-12-10,3618,2.1446,,665.83,2311.7,,
2008-12-11,3619,2.1446,,664.96,2302.93,,
2008-12-12,3620,2.1446,,656.91,2278.29,,
2008-12-15,3621,2.1446,2.377,653.75,2273.24,,
2008-12-16,3622,2.1446,,643.15,,,
2008-12-17,3623,2.1446,,638.04,2223.3,,
2008-12-18,3624,2.1446,,634.53,2173.86,,
2008-12-19,3625,2.1446,,626.2,,,
2008-12-22,3626,2.1446,,635.88,2167.35,,
2008-12-23,3627,2.1446,2.3732,632.64,,,
2008-12-24,3628,2.1446,2.3821,627.79,2180.49,,
2008-12-26,3629,2.1446,2.3743,625.59,2198.09,,
2008-12-29,3630,2.1446,2.3743,627.93,,,
2008-12-30,3631,2.1446,2.3362,629.11,,,
2008-12-31,3632,2.1446,,,,,
2009-1-2,3633,2.1446,,636.45,,,
2009-1-5,3634,2.1446,2.329,640.91,2234.81,,
2009-1-6,3635,,2.2772,643.87,2227.24,,
2009-1-7,3636,2.1446,2.1881,633.23,2197.72,,
2009-1-8,3637,2.1446,2.2166,630.19,2214.13,,
2009-1-9,3638,2.1446,2.2675,629.5,2220.82,,
2009-1-12,3639,2.1446,2.2859,616.95,2216.23,,
2009-1-13,3640,2.1446,2.2961,610.09,2216.23,,
2009-1-14,3641,2.1446,2.3075,614.85,2226.87,,
2009-1-15,3642,2.1446,2.3333,615.85,2234.4,,
2009-1-16,3643,2.1446,2.3795,625.63,2249.64,,
2009-1-19,3644,2.1446,2.324,615.48,2227.68,,
2009-1-20,3645,2.1446,2.3298,620.78,,,
2009-1-21,3646,2.1446,2.354,624.81,,,
2009-1-22,3647,2.1446,2.3536,623.64,2245.97,,
2009-1-23,3648,2.1446,2.3291,622.3,,,
2009-1-26,3649,2.1446,2.356,621.17,2280.77,,
2009-1-27,3650,2.1446,2.3141,616.94,,,
2009-1-28,3651,2.1446,2.3101,616.2,2310.83,,
2009-1-29,3652,2.1446,2.2974,611.89,2341.09,,
2009-1-30,3653,2.1446,2.2753,612.43,2386.58,,
2009-2-2,3654,2.1446,2.3154,617.1,2420.26,,
2009-2-3,3655,2.1446,2.3467,621.78,2450.78,,
2009-2-4,3656,,2.3136,623.87,2443.67,,
2009-2-5,3657,2.1446,2.2986,617.2,2469.02,,
2009-2-6,3658,,2.3057,620.28,2472.65,,
2009-2-9,3659,2.1446,2.265,615.82,2449.49,,
2009-2-10,3660,2.1446,2.2438,610.13,2450.6,,
2009-2-11,3661,2.1446,2.252,605.7,2494.07,,
2009-2-12,3662,2.1446,,602.12,2537.82,,
2009-2-13,3663,2.1446,,593.02,2520.06,,
2009-2-16,3664,2.1446,2.2672,583.32,2509.5,,
2009-2-17,3665,2.1446,2.2711,584.35,,,
2009-2-18,3666,2.1446,2.3123,592.37,2554.4,,
2009-2-19,3667,2.1446,2.3388,592.45,2558.14,,
2009-2-20,3668,2.1446,2.3241,604.17,2547.4,,
2009-2-23,3669,2.1446,,619.44,2588.31,,
2009-2-24,3670,2.1446,,621.41,2572.3,,
2009-2-25,3671,2.1446,2.3908,598.98,2596.37,,
2009-2-26,3672,2.1446,2.3806,600.69,2575.5,,
2009-2-27,3673,2.1446,,595.76,2555.05,,
2009-3-2,3674,2.1446,2.3776,599.04,2555.89,,
2009-3-3,3675,2.1446,2.4113,603.73,2590.97,,
2009-3-4,3676,2.1446,2.421,609.29,2588.96,,
2009-3-5,3677,2.1446,2.3909,614.85,2589.48,,
2009-3-6,3678,2.1446,2.3814,610.79,2572.92,,
2009-3-9,3679,2.1446,2.376,605.4,2548.57,,
